loc	cluster
chr17:43128321-43128522	GMP
chrX:66051704-66051905	GMP
chr14:67962084-67962285	GMP
chr1:10255517-10255718	GMP
chr14:16526222-16526423	GMP
chr4:53567240-53567441	GMP
chr13:84192810-84193011	GMP
chr13:56003839-56004040	GMP
chr16:77993996-77994197	GMP
chr16:50671276-50671477	GMP
chr4:39113391-39113592	GMP
chr5:117373558-117373759	GMP
chr4:101491813-101492014	GMP
chr10:4174956-4175157	GMP
chrX:124227768-124227969	GMP
chr7:84190968-84191169	GMP
chr1:11521980-11522181	GMP
chr6:100311259-100311460	GMP
chr4:107047948-107048149	GMP
chr7:27755987-27756188	GMP
chr13:4563338-4563539	GMP
chr12:54443913-54444114	GMP
chr4:112890524-112890725	GMP
chr1:145293039-145293240	GMP
chr10:76903179-76903380	GMP
chr2:9184434-9184635	GMP
chr6:40518554-40518755	GMP
chr2:51648100-51648301	GMP
chrX:73984667-73984868	GMP
chr14:59969860-59970061	GMP
chr7:96267235-96267436	GMP
chr5:44103897-44104098	GMP
chr11:3633464-3633665	GMP
chr16:34767527-34767728	GMP
chr5:25817056-25817257	GMP
chr5:129632937-129633138	GMP
chr9:74241401-74241602	GMP
chr2:177462266-177462467	GMP
chr13:20349836-20350037	GMP
chr12:79372777-79372978	GMP
chr5:8312439-8312640	GMP
chr17:37172843-37173044	GMP
chr1:179023090-179023291	GMP
chrX:167442837-167443038	GMP
chr13:22816208-22816409	GMP
chr12:64868965-64869166	GMP
chr18:3810417-3810618	GMP
chr14:13754180-13754381	GMP
chr11:4294537-4294738	GMP
chr11:18022145-18022346	GMP
chr5:104408655-104408856	GMP
chr10:7045766-7045967	GMP
chr8:26811964-26812165	GMP
chr3:21997466-21997667	GMP
chr11:9585341-9585542	GMP
chr2:179587195-179587396	GMP
chr14:99126772-99126973	GMP
chr10:64975905-64976106	GMP
chr6:105689329-105689530	GMP
chr8:11021055-11021256	GMP
chr9:42866739-42866940	GMP
chr4:94388394-94388595	GMP
chr17:82811076-82811277	GMP
chr2:170220481-170220682	GMP
chr16:35541406-35541607	GMP
chr11:76167088-76167289	GMP
chr18:45881611-45881812	GMP
chrX:71287225-71287426	GMP
chr18:46650391-46650592	GMP
chr10:29069150-29069351	GMP
chr13:87889998-87890199	GMP
chr2:47220686-47220887	GMP
chr17:56414890-56415091	GMP
chr3:129279503-129279704	GMP
chr1:26574247-26574448	GMP
chrX:16546983-16547184	GMP
chr4:55064221-55064422	GMP
chr5:68043461-68043662	GMP
chr7:12781159-12781360	GMP
chr5:57152362-57152563	GMP
chr5:65703276-65703477	GMP
chr17:54540485-54540686	GMP
chr6:11109846-11110047	GMP
chr4:106244816-106245017	GMP
chr5:124467854-124468055	GMP
chr11:104570632-104570833	GMP
chr10:39324385-39324586	GMP
chr4:156156343-156156544	GMP
chr12:44993421-44993622	GMP
chr14:87337989-87338190	GMP
chr6:122119842-122120043	GMP
chr8:85372205-85372406	GMP
chr3:42368702-42368903	GMP
chr7:111095263-111095464	GMP
chr1:53910367-53910568	GMP
chr7:45035697-45035898	GMP
chr7:128283042-128283243	GMP
chr10:39250128-39250329	GMP
chr5:104396791-104396992	GMP
chr18:82885235-82885436	GMP
chr6:3973785-3973986	GMP
chr3:117081870-117082071	GMP
chr3:116615689-116615890	GMP
chr1:90385574-90385775	GMP
chr11:26669472-26669673	GMP
chr4:10111297-10111498	GMP
chr3:130369210-130369411	GMP
chr13:55923646-55923847	GMP
chr15:6326262-6326463	GMP
chr13:62963489-62963690	GMP
chr11:9669554-9669755	GMP
chr15:61355371-61355572	GMP
chr9:34605000-34605201	GMP
chr9:21695422-21695623	GMP
chr18:88866581-88866782	GMP
chr13:38320447-38320648	GMP
chr10:94778322-94778523	GMP
chrX:99544850-99545051	GMP
chr3:137016037-137016238	GMP
chr7:73721854-73722055	GMP
chr8:57016173-57016374	GMP
chr6:143299433-143299634	GMP
chr15:26578569-26578770	GMP
chr10:88504611-88504812	GMP
chr5:127632849-127633050	GMP
chr11:69429469-69429670	GMP
chr2:39252531-39252732	GMP
chr12:12775516-12775717	GMP
chr7:43613898-43614099	GMP
chr19:12025481-12025682	GMP
chr18:9734892-9735093	GMP
chr1:143287570-143287771	GMP
chr12:26502639-26502840	GMP
chr3:55909370-55909571	GMP
chr3:40147785-40147986	GMP
chr2:72221362-72221563	GMP
chr6:108598769-108598970	GMP
chr11:117391250-117391451	GMP
chr18:20639365-20639566	GMP
chr14:45432130-45432331	GMP
chr11:99937687-99937888	GMP
chr7:138793287-138793488	GMP
chr1:171974153-171974354	GMP
chr8:113548108-113548309	GMP
chr4:94216264-94216465	GMP
chr14:13788096-13788297	GMP
chr13:32376345-32376546	GMP
chr7:34826381-34826582	GMP
chr8:26288302-26288503	GMP
chr3:126500137-126500338	GMP
chr10:4239953-4240154	GMP
chr4:8294845-8295046	GMP
chr11:10481435-10481636	GMP
chr19:23664207-23664408	GMP
chr5:53385298-53385499	GMP
chr16:77488250-77488451	GMP
chr7:132339180-132339381	GMP
chr14:75907014-75907215	GMP
chr10:29554464-29554665	GMP
chr18:13558982-13559183	GMP
chr16:12892948-12893149	GMP
chr13:41786692-41786893	GMP
chr1:76724508-76724709	GMP
chr15:32135223-32135424	GMP
chr7:67936951-67937152	GMP
chr7:37630515-37630716	GMP
chr4:62082878-62083079	GMP
chr14:57609981-57610182	MEP
chr14:14030740-14030941	MEP
chr13:73628859-73629060	MEP
chr10:69067714-69067915	MEP
chr2:19699990-19700191	MEP
chr4:152263189-152263390	MEP
chr2:92444495-92444696	MEP
chr12:16817223-16817424	MEP
chr2:180237001-180237202	MEP
chr8:117349584-117349785	MEP
chr13:102816745-102816946	MEP
chr3:9807822-9808023	MEP
chr4:75819305-75819506	MEP
chr1:178402057-178402258	MEP
chr2:150664191-150664392	MEP
chr6:142771695-142771896	MEP
chr7:19136327-19136528	MEP
chr10:106585126-106585327	MEP
chr19:29831020-29831221	MEP
chr12:12373562-12373763	MEP
chr9:42451239-42451440	MEP
chr1:39646503-39646704	MEP
chr15:62221155-62221356	MEP
chr18:84073892-84074093	MEP
chr4:133007885-133008086	MEP
chr8:85286968-85287169	MEP
chr15:42515231-42515432	MEP
chr8:3412030-3412231	MEP
chr3:98082335-98082536	MEP
chr5:120475987-120476188	MEP
chr1:181068450-181068651	MEP
chr10:61491634-61491835	MEP
chr15:83494343-83494544	MEP
chr2:174581081-174581282	MEP
chr6:134951552-134951753	MEP
chr1:89482876-89483077	MEP
chr9:60571192-60571393	MEP
chr3:121556483-121556684	MEP
chr11:68682261-68682462	MEP
chr10:108033421-108033622	MEP
chr16:96754456-96754657	MEP
chr15:73242951-73243152	MEP
chr14:77646267-77646468	MEP
chr17:88466652-88466853	MEP
chr17:86002224-86002425	MEP
chr2:11356770-11356971	MEP
chr11:121347128-121347329	MEP
chr13:113814216-113814417	MEP
chr2:174624505-174624706	MEP
chr4:35300909-35301110	MEP
chr9:53433046-53433247	MEP
chr10:94804695-94804896	MEP
chr12:4253293-4253494	MEP
chr14:41065281-41065482	MEP
chr15:91252101-91252302	MEP
chr4:97830347-97830548	MEP
chr9:32476663-32476864	MEP
chr6:127392221-127392422	MEP
chr6:148647705-148647906	MEP
chr9:16214818-16215019	MEP
chr3:102180881-102181082	MEP
chr19:40553009-40553210	MEP
chr3:85725192-85725393	MEP
chr8:92026881-92027082	MEP
chr2:126816733-126816934	MEP
chr14:122865539-122865740	MEP
chr1:97632578-97632779	MEP
chr6:136795250-136795451	MEP
chr10:94967500-94967701	MEP
chr2:61760128-61760329	MEP
chr3:58479214-58479415	MEP
chr1:144737856-144738057	MEP
chr3:99843343-99843544	MEP
chr4:99156929-99157130	MEP
chr5:103490993-103491194	MEP
chr11:49900185-49900386	MEP
chr8:61933340-61933541	MEP
chr16:23500554-23500755	MEP
chr11:107531496-107531697	MEP
chr17:63246407-63246608	MEP
chr12:117862779-117862980	MEP
chr1:171031860-171032061	MEP
chr12:72769585-72769786	MEP
chr9:8831746-8831947	MEP
chr8:27265974-27266175	MEP
chr13:112625664-112625865	MEP
chr15:55183779-55183980	MEP
chr3:138479864-138480065	MEP
chr4:155534662-155534863	MEP
chr10:100574834-100575035	MEP
chr13:109680280-109680481	MEP
chr6:145988021-145988222	MEP
chr2:129421312-129421513	MEP
chr3:153481091-153481292	MEP
chr7:115027802-115028003	MEP
chr2:122591333-122591534	MEP
chr16:92493938-92494139	MEP
chr6:72323888-72324089	MEP
chr1:120267713-120267914	MEP
chr9:40613242-40613443	MEP
chr2:106734110-106734311	MEP
chr10:44779939-44780140	MEP
chr2:131853770-131853971	MEP
chr13:104011422-104011623	MEP
chr13:81642825-81643026	MEP
chr3:153690057-153690258	MEP
chr1:91174890-91175091	MEP
chr5:65288425-65288626	MEP
chr2:77498513-77498714	MEP
chr2:22782187-22782388	MEP
chr12:113035158-113035359	MEP
chr9:75355939-75356140	MEP
chr14:98078102-98078303	MEP
chr13:95338504-95338705	MEP
chr9:78558684-78558885	MEP
chr18:62015725-62015926	MEP
chr8:86615053-86615254	MEP
chr14:21583951-21584152	MEP
chr5:75460570-75460771	MEP
chr7:101671923-101672124	MEP
chr1:118483591-118483792	MEP
chr14:51150464-51150665	MEP
chr10:53229312-53229513	MEP
chr10:57807897-57808098	MEP
chr13:19652526-19652727	MEP
chr7:102399227-102399428	MEP
chr9:115613332-115613533	MEP
chr1:170060289-170060490	MEP
chr13:14033482-14033683	MEP
chr15:50508084-50508285	MEP
chr10:127730626-127730827	MEP
chr8:128688640-128688841	MEP
chr13:114344318-114344519	MEP
chr8:125834336-125834537	MEP
chr10:25133620-25133821	MEP
chr8:26078438-26078639	MEP
chr12:75275806-75276007	MEP
chr3:99160127-99160328	MEP
chr4:62373197-62373398	MEP
chr19:53965285-53965486	MEP
chr7:135397975-135398176	MEP
chr5:130097922-130098123	MEP
chr15:12937495-12937696	MEP
chr11:109669221-109669422	MEP
chr10:96129305-96129506	MEP
chr11:22171290-22171491	MEP
chr3:135726686-135726887	MEP
chr5:92396548-92396749	MEP
chr14:122766544-122766745	MEP
chr14:31560914-31561115	MEP
chr7:110774770-110774971	MEP
chr10:99568510-99568711	MEP
chr7:142377643-142377844	MEP
chr14:71199573-71199774	MEP
chr19:40530399-40530600	MEP
chr2:105745999-105746200	MEP
chr2:150981729-150981930	MEP
chr4:87806647-87806848	MEP
chr4:86825185-86825386	MEP
chr1:178784125-178784326	MEP
chr10:96607652-96607853	MEP
chr8:23078514-23078715	MEP
chr11:108752391-108752592	MEP
chr16:35849000-35849201	MEP
chr9:59324370-59324571	MEP
chrX:94378845-94379046	MEP
chr8:122791854-122792055	MEP
chr4:140801498-140801699	MEP
chr1:173318035-173318236	MEP
chr17:57019738-57019939	MEP
chr6:119361046-119361247	MEP
chr11:109656318-109656519	MEP
chr1:167384243-167384444	MEP
chr5:142984364-142984565	MEP
chr5:97022400-97022601	MEP
chr17:65606180-65606381	MEP
chr17:51371071-51371272	MEP
chr3:85592149-85592350	MEP
chr8:12644419-12644620	MEP
chr10:13725437-13725638	MEP
chr10:61544105-61544306	MEP
chr2:102377434-102377635	MEP
chr2:134872487-134872688	MEP
chr15:62216046-62216247	MEP
chr3:127758012-127758213	MEP
chr4:128709474-128709675	MEP
chr11:11735267-11735468	MEP
chr17:79911915-79912116	MEP
chr10:19711102-19711303	MEP
chr13:18827094-18827295	MEP
chr7:120778142-120778343	MEP
chr14:57969026-57969227	MEP
chr17:81039116-81039317	MEP
chr11:35482046-35482247	MEP
chr13:104059613-104059814	MEP
chr7:143848157-143848358	MEP
chr12:80698859-80699060	MEP
chr2:156340170-156340371	MEP
chr8:83423156-83423357	MEP
chr5:20998540-20998741	MEP
chr2:131470052-131470253	MEP
chr5:17877140-17877341	MEP
chr2:93447905-93448106	MEP
chr17:81032123-81032324	MEP
chr2:73302149-73302350	MEP
chr9:103301206-103301407	MEP
chr12:99244343-99244544	MEP
chr18:63203484-63203685	MEP
chr19:37010183-37010384	MEP
chr3:138613073-138613274	MEP
chr18:64961645-64961846	MEP
chr9:115201301-115201502	MEP
chr3:116536521-116536722	MEP
chr4:122891203-122891404	MEP
chr13:102767320-102767521	MEP
chr16:95478617-95478818	MEP
chr10:20274161-20274362	MEP
chr9:96133326-96133527	MEP
chr12:116265342-116265543	MEP
chr6:43507051-43507252	MEP
chr7:16601938-16602139	MEP
chr9:106727033-106727234	MEP
chr8:98065437-98065638	MEP
chr9:113915886-113916087	MEP
chr9:94695076-94695277	MEP
chr18:5388726-5388927	MEP
chr8:72498634-72498835	MEP
chr13:90890161-90890362	MEP
chr1:184648267-184648468	MEP
chr9:66666266-66666467	MEP
chr6:120556298-120556499	MEP
chr5:125036608-125036809	MEP
chr1:194885737-194885938	MEP
chr3:14820247-14820448	MEP
chr4:87806337-87806538	MEP
chrX:146232321-146232522	MEP
chr17:84014356-84014557	MEP
chr2:39129898-39130099	MEP
chr13:109683087-109683288	MEP
chr15:27451816-27452017	MEP
chr10:94371404-94371605	MEP
chr7:106727006-106727207	MEP
chr16:93944463-93944664	MEP
chr11:88009889-88010090	MEP
chr2:120171448-120171649	MEP
chr5:124200936-124201137	MEP
chr9:115206307-115206508	MEP
chr18:21288617-21288818	MEP
chr7:105616971-105617172	MEP
chr2:146623067-146623268	MEP
chr17:87470900-87471101	MEP
chr3:144683197-144683398	MEP
chr1:170148742-170148943	MEP
chr3:121940164-121940365	MEP
chrX:104545389-104545590	MEP
chr5:127757111-127757312	MEP
chr4:115647701-115647902	MEP
chr10:12618514-12618715	MEP
chr18:75314067-75314268	MEP
chr7:132595929-132596130	MEP
chr8:109591511-109591712	MEP
chr5:108544072-108544273	MEP
chr5:147442087-147442288	MEP
chr9:103246658-103246859	MEP
chr13:112871957-112872158	MEP
chr13:97736164-97736365	MEP
chr1:178458118-178458319	MEP
chr5:92009902-92010103	MEP
chr15:81197317-81197518	MEP
chr3:121222092-121222293	MEP
chr1:193644602-193644803	MEP
chr13:111044402-111044603	MEP
chr11:57984036-57984237	MEP
chrX:162831554-162831755	MEP
chr5:88627614-88627815	MEP
chr1:130113015-130113216	MEP
chr9:110859055-110859256	MEP
chr12:83169584-83169785	MEP
chr12:91353877-91354078	MEP
chr2:150768851-150769052	MEP
chr3:103724326-103724527	MEP
chr6:50803725-50803926	MEP
chr2:156956346-156956547	MEP
chr17:3527916-3528117	MEP
chr14:121770741-121770942	MEP
chr16:90988768-90988969	MEP
chr16:22852790-22852991	MEP
chr8:109848068-109848269	MEP
chr2:52449013-52449214	MEP
chr6:22027966-22028167	MEP
chr11:48873685-48873886	MEP
chr11:3887364-3887565	MEP
chr12:100135208-100135409	MEP
chr11:105836764-105836965	MEP
chr17:26198903-26199104	MEP
chr3:125279683-125279884	MEP
chr15:59054853-59055054	MEP
chr7:117431778-117431979	MEP
chr5:91851233-91851434	MEP
chr3:145115245-145115446	MEP
chr1:194761898-194762099	MEP
chr1:189767411-189767612	MEP
chr7:6278064-6278265	MEP
chr7:109131659-109131860	MEP
chr2:30111617-30111818	MEP
chr8:111445578-111445779	MEP
chr4:106327527-106327728	MEP
chr17:15720924-15721125	MEP
chr13:100725290-100725491	MEP
chr14:97789796-97789997	MEP
chr4:35191883-35192084	MEP
chrX:144987093-144987294	MEP
chr18:21370784-21370985	MEP
chr17:63261873-63262074	MEP
chr4:154880929-154881130	MEP
chr10:117678407-117678608	MEP
chr13:28575527-28575728	MEP
chr11:64010834-64011035	MEP
chr3:101436668-101436869	MEP
chr1:36644372-36644573	MEP
chr18:77094682-77094883	MEP
chr1:59894214-59894415	MEP
chr13:35810298-35810499	MEP
chr2:130547063-130547264	MEP
chr9:123227535-123227736	MEP
chr15:96330669-96330870	MEP
chr10:102932264-102932465	MEP
chr5:25846608-25846809	MEP
chr12:117252299-117252500	MEP
chr6:66052470-66052671	MEP
chr6:118831072-118831273	MEP
chr3:8722290-8722491	MEP
chr3:98159401-98159602	MEP
chr6:41499462-41499663	MEP
chr2:128167126-128167327	MEP
chr6:28628519-28628720	MEP
chr2:130470155-130470356	MEP
chr8:127563756-127563957	MEP
chr5:105817363-105817564	MEP
chr13:34828113-34828314	MEP
chr11:59937698-59937899	MEP
chr13:109891290-109891491	MEP
chr18:49839098-49839299	MEP
chr1:86245349-86245550	MEP
chr3:22228158-22228359	MEP
chr9:99098634-99098835	MEP
chr2:181463045-181463246	MEP
chr4:59689112-59689313	MEP
chr6:136848583-136848784	MEP
chr18:54317916-54318117	MEP
chr19:40297523-40297724	MEP
chr2:154454133-154454334	MEP
chr10:100498429-100498630	MEP
chr10:85027709-85027910	MEP
chr12:28805218-28805419	MEP
chr9:77420265-77420466	MEP
chr12:41084535-41084736	MEP
chr6:31658894-31659095	MEP
chr2:57350699-57350900	MEP
chr18:73595462-73595663	MEP
chr15:12753189-12753390	MEP
chr18:49876157-49876358	MEP
chr16:13620318-13620519	MEP
chr1:10109174-10109375	MEP
chr5:23771332-23771533	MEP
chr16:93744917-93745118	MEP
chr6:131364534-131364735	MEP
chr1:129991001-129991202	MEP
chr3:127468680-127468881	MEP
chr6:31613035-31613236	MEP
chr8:11512843-11513044	MEP
chr4:84934416-84934617	MEP
chr6:99106162-99106363	MEP
chr13:73475546-73475747	MEP
chr7:128854739-128854940	MEP
chr9:115137992-115138193	MEP
chr2:112520872-112521073	MEP
chr9:115166153-115166354	MEP
chr16:18353210-18353411	MEP
chr5:112386033-112386234	MEP
chr19:55867359-55867560	MEP
chr19:25343690-25343891	MEP
chr6:67084556-67084757	MEP
chr9:123846534-123846735	MEP
chr7:142611193-142611394	MEP
chr4:83799111-83799312	MEP
chr8:82184110-82184311	MEP
chr7:67031347-67031548	MEP
chr14:120508640-120508841	MEP
chr15:39122530-39122731	MEP
chr13:110348603-110348804	MEP
chr4:154118986-154119187	MEP
chr1:93742049-93742250	MEP
chr16:25181147-25181348	MEP
chr14:73397379-73397580	MEP
chr3:67280368-67280569	MEP
chr10:120956904-120957105	MEP
chr19:15911136-15911337	MEP
chr15:97337611-97337812	MEP
chr9:81940604-81940805	MEP
chr8:68275354-68275555	MEP
chr18:77825169-77825370	MEP
chr7:88527337-88527538	MEP
chr2:23565521-23565722	MEP
chr18:65999808-66000009	MEP
chr8:104230551-104230752	MEP
chr7:109852942-109853143	MEP
chr7:119785013-119785214	MEP
chr14:77670993-77671194	MEP
chr13:9426354-9426555	MEP
chr2:92679126-92679327	MEP
chr1:107384587-107384788	MEP
chr2:135888327-135888528	MEP
chr11:116309621-116309822	MEP
chr1:130746930-130747131	MEP
chr18:10092902-10093103	MEP
chr10:85006954-85007155	MEP
chr15:96313030-96313231	MEP
chr7:128854364-128854565	MEP
chr16:29788309-29788510	MEP
chr3:142777344-142777545	MEP
chr1:92691560-92691761	MEP
chr12:102565188-102565389	MEP
chr2:59842488-59842689	MEP
chr16:24103355-24103556	MEP
chr9:77757456-77757657	MEP
chrX:162443020-162443221	MEP
chr9:103326459-103326660	MEP
chr10:13874745-13874946	MEP
chr15:64117581-64117782	MEP
chr1:51530631-51530832	MEP
chr4:97594021-97594222	MEP
chr3:104327078-104327279	MEP
chr2:44721591-44721792	MEP
chr2:30309380-30309581	MEP
chr5:17970498-17970699	MEP
chr9:118496107-118496308	MEP
chrX:160905171-160905372	MEP
chr2:11425633-11425834	MEP
chr13:69506336-69506537	MEP
chr12:35966541-35966742	MEP
chr2:131447997-131448198	MEP
chr2:145300356-145300557	MEP
chr4:53139051-53139252	MEP
chr19:56800265-56800466	MEP
chr6:134972196-134972397	MEP
chr7:120933819-120934020	MEP
chr5:5189673-5189874	MEP
chr17:78586317-78586518	MEP
chr8:119511801-119512002	MEP
chr16:11588732-11588933	MEP
chr4:152212271-152212472	MEP
chr16:15902126-15902327	MEP
chr15:93325193-93325394	MEP
chr14:61229920-61230121	MEP
chr3:27904773-27904974	MEP
chr19:16261077-16261278	MEP
chr2:84385407-84385608	MEP
chr17:4333127-4333328	MEP
chr10:24629438-24629639	MEP
chr1:165985307-165985508	MEP
chr4:106902247-106902448	MEP
chr2:157677301-157677502	MEP
chr17:84942444-84942645	MEP
chr2:121206655-121206856	MEP
chr6:146846357-146846558	MEP
chr4:123460989-123461190	MEP
chr1:23426510-23426711	MEP
chr16:90964358-90964559	MEP
chr12:82700807-82701008	MEP
chr13:75976362-75976563	MEP
chr18:41883475-41883676	MEP
chr8:22134147-22134348	MEP
chr16:16965266-16965467	MEP
chr4:154024117-154024318	MEP
chr6:28705442-28705643	MEP
chr2:9958116-9958317	MEP
chr13:92592747-92592948	MEP
chr5:101979595-101979796	MEP
chr2:125232221-125232422	MEP
chr3:86426841-86427042	MEP
chr1:118595516-118595717	MEP
chr13:114684401-114684602	MEP
chr4:14955910-14956111	MEP
chr1:133754593-133754794	MEP
chr4:150649408-150649609	MEP
chr16:14308565-14308766	MEP
chr1:192130297-192130498	MEP
chr4:106248371-106248572	MEP
chr6:115821649-115821850	MEP
chr2:174621979-174622180	MEP
chr13:69502237-69502438	MEP
chr13:113843365-113843566	MEP
chr3:121460542-121460743	MEP
chr13:102326678-102326879	MEP
chr1:95363826-95364027	MEP
chr1:131029288-131029489	MEP
chr1:166167532-166167733	MEP
chr10:89495748-89495949	MEP
chr18:70000640-70000841	MEP
chr1:51566139-51566340	MEP
chr7:132261958-132262159	MEP
chr7:105373595-105373796	MEP
chr17:87337815-87338016	MEP
chr5:149353260-149353461	MEP
chr3:133516220-133516421	MEP
chr4:11226112-11226313	MEP
chr13:6557992-6558193	MEP
chr12:12488080-12488281	MEP
chr6:115527523-115527724	MEP
chr10:61665811-61666012	MEP
chr4:111800030-111800231	MEP
chr14:99229283-99229484	MEP
chr9:120758676-120758877	MEP
chr6:66984838-66985039	MEP
chr2:13499286-13499487	MEP
chr13:63917529-63917730	MEP
chr14:14866248-14866449	MEP
chr4:88325495-88325696	MEP
chr3:140875595-140875796	MEP
chr11:19154922-19155123	MEP
chr11:79533492-79533693	MEP
chr10:14011039-14011240	MEP
chr7:115830955-115831156	MEP
chr3:8939712-8939913	MEP
chr2:15121486-15121687	MEP
chr6:90374750-90374951	MEP
chr3:116311246-116311447	MEP
chr3:146127272-146127473	MEP
chr14:77557818-77558019	MEP
chr5:103994760-103994961	MEP
chr19:60994246-60994447	MEP
chr7:132558211-132558412	MEP
chr12:85281190-85281391	MEP
chr4:10197646-10197847	MEP
chr6:122393641-122393842	MEP
chr19:53059038-53059239	MEP
chr6:114713640-114713841	MEP
chr18:61735033-61735234	MEP
chr13:111604943-111605144	MEP
chr17:4301658-4301859	MEP
chr13:90844300-90844501	MEP
chr8:95224070-95224271	MEP
chr13:19113347-19113548	MEP
chr14:71189526-71189727	MEP
chr8:83215237-83215438	MEP
chr14:73494220-73494421	MEP
chr13:94523292-94523493	MEP
chr9:103090409-103090610	MEP
chr17:53554947-53555148	MEP
chr8:119727270-119727471	MEP
chr15:63736479-63736680	MEP
chr16:92116199-92116400	MEP
chr6:137556756-137556957	MEP
chr9:6090725-6090926	MEP
chr3:98003652-98003853	MEP
chr14:103276758-103276959	MEP
chr3:104585379-104585580	MEP
chr6:97116979-97117180	MEP
chr8:27210488-27210689	MEP
chr10:123199220-123199421	MEP
chr1:181393855-181394056	MEP
chr12:83579172-83579373	MEP
chr9:54583775-54583976	MEP
chr11:109465192-109465393	MEP
chr5:150187015-150187216	MEP
chr10:127193518-127193719	MEP
chr9:123958231-123958432	MEP
chr2:31156946-31157147	MEP
chr10:70127264-70127465	MEP
chr12:99529630-99529831	MEP
chr6:51424637-51424838	MEP
chr13:45074300-45074501	MEP
chr9:62018769-62018970	MEP
chr10:16364073-16364274	MEP
chr10:102941246-102941447	MEP
chrX:161972127-161972328	MEP
chr11:30622048-30622249	MEP
chrX:169676498-169676699	MEP
chr10:96528023-96528224	MEP
chrX:153439618-153439819	MEP
chr14:79307979-79308180	MEP
chr8:80567542-80567743	MEP
chr9:118072214-118072415	MEP
chr3:101436184-101436385	MEP
chr14:102820743-102820944	MEP
chr4:139684337-139684538	MEP
chr7:140006855-140007056	MEP
chr6:66713784-66713985	MEP
chr8:67525923-67526124	MEP
chr15:62326634-62326835	MEP
chr9:94556880-94557081	MEP
chr1:183233102-183233303	MEP
chr7:113391767-113391968	MEP
chr16:44375541-44375742	MEP
chr9:120740129-120740330	MEP
chr16:97362634-97362835	MEP
chr8:80500781-80500982	MEP
chr9:14075531-14075732	MEP
chr5:44207368-44207569	MEP
chr9:7790597-7790798	MEP
chr2:79623342-79623543	MEP
chr8:108623711-108623912	MEP
chr4:97505829-97506030	MEP
chrX:164164743-164164944	MEP
chr6:136892121-136892322	MEP
chr15:35723608-35723809	MEP
chr2:45411684-45411885	MEP
chr5:46794386-46794587	MEP
chr4:93583659-93583860	MEP
chr12:105016303-105016504	MEP
chr15:89512815-89513016	MEP
chr4:89510033-89510234	MEP
chr1:151779393-151779594	MEP
chr2:13808114-13808315	MEP
chr10:26770121-26770322	MEP
chr7:34226254-34226455	MEP
chr2:122806157-122806358	MEP
chr3:123583377-123583578	MEP
chr5:129200208-129200409	MEP
chr3:148272249-148272450	MEP
chr13:16954429-16954630	MEP
chr5:149649562-149649763	MEP
chr11:33911133-33911334	MEP
chr11:23389758-23389959	MEP
chr2:103584190-103584391	MEP
chr13:107087448-107087649	MEP
chr18:81902005-81902206	MEP
chr13:102108105-102108306	MEP
chr13:101863770-101863971	MEP
chr1:184928470-184928671	MEP
chr15:57951828-57952029	MEP
chr9:122103958-122104159	MEP
chr12:59053277-59053478	MEP
chr12:71150255-71150456	MEP
chr2:109289337-109289538	MEP
chr9:72685342-72685543	MEP
chr7:63956338-63956539	MEP
chr1:194815648-194815849	MEP
chr16:97907560-97907761	MEP
chr10:98624757-98624958	MEP
chr12:91552089-91552290	MEP
chrX:102170947-102171148	MEP
chr1:185433117-185433318	MEP
chr5:92340699-92340900	MEP
chr8:125133957-125134158	MEP
chr4:13785795-13785996	MEP
chrX:105237354-105237555	MEP
chr1:183248249-183248450	MEP
chr5:149108329-149108530	MEP
chr11:115196020-115196221	MEP
chr8:124925615-124925816	MEP
chr3:122242995-122243196	MEP
chr8:3230251-3230452	MEP
chr14:65855375-65855576	MEP
chr9:46206854-46207055	MEP
chr1:185469811-185470012	MEP
chr13:112747870-112748071	MEP
chr15:67017732-67017933	MEP
chr18:69394770-69394971	MEP
chr1:159238248-159238449	MEP
chr9:111535137-111535338	MEP
chr5:149436690-149436891	MEP
chr6:71661510-71661711	MEP
chr6:125459984-125460185	MEP
chr1:155276761-155276962	MEP
chr2:152192766-152192967	MEP
chr5:139428079-139428280	MEP
chr3:135641642-135641843	MEP
chr5:5539849-5540050	MEP
chr3:136791527-136791728	MEP
chr8:119515070-119515271	MEP
chr4:120844740-120844941	MEP
chr14:97983341-97983542	MEP
chr11:105835276-105835477	MEP
chr16:89991963-89992164	MEP
chr7:125516783-125516984	MEP
chr2:74865509-74865710	MEP
chr15:84311371-84311572	MEP
chr10:68102646-68102847	MEP
chr15:93525396-93525597	MEP
chr13:32146044-32146245	MEP
chr6:149179121-149179322	MEP
chr2:69829856-69830057	MEP
chr1:193661498-193661699	MEP
chr13:60569105-60569306	MEP
chr2:133688533-133688734	MEP
chrX:164058598-164058799	MEP
chr3:37399052-37399253	MEP
chrX:105718111-105718312	MEP
chr5:118725955-118726156	MEP
chr19:32084876-32085077	MEP
chr6:146852762-146852963	MEP
chr2:71096138-71096339	MEP
chr4:58211436-58211637	MEP
chr5:145292820-145293021	MEP
chr2:135080979-135081180	MEP
chr11:112050473-112050674	MEP
chr3:68874208-68874409	MEP
chr7:139955632-139955833	MEP
chr4:49640059-49640260	MEP
chr13:113861425-113861626	MEP
chr3:59063530-59063731	MEP
chr8:122845712-122845913	MEP
chr7:105708825-105709026	MEP
chr18:68397964-68398165	MEP
chr3:101463568-101463769	MEP
