loc	cluster
chr14:106728020-106728220	LMPP
chr12:88270007-88270207	LMPP
chr8:62750031-62750231	LMPP
chr17:27636780-27636980	LMPP
chr2:194925114-194925314	LMPP
chrX:17046595-17046795	LMPP
chr2:18495861-18496061	LMPP
chr1:157629536-157629736	LMPP
chr2:24352171-24352371	LMPP
chr10:132889372-132889572	LMPP
chr15:93856277-93856477	LMPP
chr11:111093672-111093872	LMPP
chr7:16835401-16835601	LMPP
chr3:174868992-174869192	LMPP
chr2:235202713-235202913	LMPP
chr2:86155791-86155991	LMPP
chr4:5367484-5367684	LMPP
chr5:67312924-67313124	LMPP
chr3:45363600-45363800	LMPP
chr9:97852163-97852363	LMPP
chr4:15243709-15243909	LMPP
chr19:35804548-35804748	LMPP
chr2:57562537-57562737	LMPP
chr4:35696091-35696291	LMPP
chr22:33512892-33513092	LMPP
chr9:9585919-9586119	LMPP
chr22:32572240-32572440	LMPP
chr5:129969511-129969711	LMPP
chr3:11415198-11415398	LMPP
chr1:32638162-32638362	LMPP
chr15:51448237-51448437	LMPP
chr4:124441613-124441813	LMPP
chr1:173371484-173371684	LMPP
chr15:45869037-45869237	LMPP
chr19:32614587-32614787	LMPP
chr9:82002082-82002282	LMPP
chr1:157990941-157991141	LMPP
chr2:98852822-98853022	LMPP
chr2:132067454-132067654	LMPP
chr5:26683791-26683991	LMPP
chr2:13141684-13141884	LMPP
chr3:123616246-123616446	LMPP
chr6:64626805-64627005	LMPP
chr19:42265782-42265982	LMPP
chr14:35717631-35717831	LMPP
chr12:131179700-131179900	LMPP
chr7:101836209-101836409	LMPP
chr2:23818901-23819101	LMPP
chr17:70684225-70684425	LMPP
chr16:82186338-82186538	LMPP
chr2:29546985-29547185	LMPP
chrX:78719099-78719299	LMPP
chr16:88148244-88148444	LMPP
chr6:138875427-138875627	LMPP
chr19:32399670-32399870	LMPP
chr16:66301024-66301224	LMPP
chr18:74168857-74169057	LMPP
chr8:37397190-37397390	LMPP
chr2:90161542-90161742	LMPP
chr7:97588313-97588513	LMPP
chr1:201719170-201719370	LMPP
chr5:153650959-153651159	LMPP
chr11:12768245-12768445	LMPP
chr4:32584271-32584471	LMPP
chr10:77477295-77477495	LMPP
chr14:77839696-77839896	LMPP
chr7:79863154-79863354	LMPP
chr3:197364736-197364936	LMPP
chrX:111005991-111006191	LMPP
chr6:124266538-124266738	LMPP
chr2:7299982-7300182	LMPP
chr5:169975507-169975707	LMPP
chr11:92390450-92390650	LMPP
chrX:103903569-103903769	LMPP
chr1:164583606-164583806	LMPP
chr20:12096089-12096289	LMPP
chrX:51886454-51886654	LMPP
chr12:32738825-32739025	LMPP
chr1:223850725-223850925	LMPP
chr6:149138923-149139123	LMPP
chr11:123365025-123365225	LMPP
chr11:77812379-77812579	LMPP
chr10:126235691-126235891	LMPP
chr15:70235467-70235667	LMPP
chr1:159990257-159990457	LMPP
chr12:65669470-65669670	LMPP
chr21:34196758-34196958	LMPP
chr2:195197908-195198108	LMPP
chr9:101795783-101795983	LMPP
chr15:72658360-72658560	LMPP
chrX:40086534-40086734	LMPP
chr13:24954426-24954626	LMPP
chr1:5770120-5770320	LMPP
chr8:37495641-37495841	LMPP
chr4:15356801-15357001	LMPP
chr9:138165016-138165216	LMPP
chr9:88572253-88572453	LMPP
chr16:8228470-8228670	LMPP
chr14:52238925-52239125	LMPP
chr21:39254575-39254775	LMPP
chr10:3395421-3395621	LMPP
chr9:111416123-111416323	LMPP
chr2:28203178-28203378	LMPP
chr22:44457921-44458121	LMPP
chr2:11268016-11268216	LMPP
chrX:120641455-120641655	LMPP
chr8:129501791-129501991	LMPP
chr11:64382621-64382821	LMPP
chr9:8887360-8887560	LMPP
chr19:28512208-28512408	LMPP
chr9:84123482-84123682	LMPP
chr20:11946554-11946754	LMPP
chr11:112394252-112394452	LMPP
chr6:51981569-51981769	LMPP
chr12:27425602-27425802	LMPP
chr10:43520998-43521198	LMPP
chr4:205013-205213	LMPP
chr6:30695985-30696185	LMPP
chr7:79766740-79766940	LMPP
chr2:100381152-100381352	LMPP
chr3:69727699-69727899	LMPP
chr3:111917921-111918121	LMPP
chr15:92663750-92663950	LMPP
chr1:213450490-213450690	LMPP
chr22:35968687-35968887	LMPP
chr13:51637523-51637723	LMPP
chr9:97090197-97090397	LMPP
chr4:60403254-60403454	LMPP
chrX:54093395-54093595	LMPP
chr9:134751582-134751782	LMPP
chr7:102827343-102827543	LMPP
chr6:30486331-30486531	LMPP
chr6:150172141-150172341	LMPP
chr15:53540004-53540204	LMPP
chr7:38506779-38506979	LMPP
chr3:190208426-190208626	LMPP
chr15:42357284-42357484	LMPP
chr10:14518073-14518273	LMPP
chr16:31836255-31836455	LMPP
chr3:112936693-112936893	LMPP
chr11:82920827-82921027	LMPP
chr5:33292921-33293121	LMPP
chr15:80969683-80969883	LMPP
chr4:159305460-159305660	LMPP
chr1:42248986-42249186	LMPP
chr1:188232450-188232650	LMPP
chr11:20301661-20301861	LMPP
chr16:78151002-78151202	LMPP
chr14:21239691-21239891	LMPP
chr10:99034700-99034900	LMPP
chr5:171550493-171550693	LMPP
chr1:15120310-15120510	LMPP
chr12:32739434-32739634	LMPP
chr5:169880773-169880973	LMPP
chr7:26756694-26756894	LMPP
chr4:38276942-38277142	LMPP
chr17:59890238-59890438	LMPP
chr1:58227395-58227595	LMPP
chr9:95510159-95510359	LMPP
chr21:44545328-44545528	LMPP
chr7:130800230-130800430	LMPP
chr4:8963226-8963426	LMPP
chr1:42372651-42372851	LMPP
chr12:132214208-132214408	LMPP
chr7:26695482-26695682	LMPP
chr7:71335875-71336075	LMPP
chr11:31171143-31171343	LMPP
chr2:218903858-218904058	LMPP
chr11:30453854-30454054	LMPP
chr3:155940863-155941063	LMPP
chr3:95391225-95391425	LMPP
chr14:97738084-97738284	LMPP
chr8:95256647-95256847	LMPP
chr2:89278027-89278227	LMPP
chr17:17817334-17817534	LMPP
chr6:91361889-91362089	LMPP
chr4:40407785-40407985	LMPP
chr14:42860005-42860205	LMPP
chr11:121633410-121633610	LMPP
chr8:125056814-125057014	LMPP
chr4:57589602-57589802	LMPP
chr1:32521176-32521376	LMPP
chr11:92258257-92258457	LMPP
chr7:101051680-101051880	LMPP
chr5:133872687-133872887	LMPP
chr11:130687551-130687751	LMPP
chr6:156325937-156326137	LMPP
chr4:9491625-9491825	LMPP
chr13:25133798-25133998	LMPP
chr6:71572625-71572825	LMPP
chr6:107363792-107363992	LMPP
chr6:112552600-112552800	LMPP
chr1:25512175-25512375	LMPP
chr14:42860645-42860845	LMPP
chr2:109321016-109321216	LMPP
chr2:167306026-167306226	LMPP
chr9:69498049-69498249	LMPP
chr11:127140831-127141031	LMPP
chr18:66790726-66790926	LMPP
chr10:44691713-44691913	LMPP
chr11:10544651-10544851	LMPP
chr4:38203903-38204103	LMPP
chr13:63114854-63115054	LMPP
chr9:2958109-2958309	LMPP
chr9:38187262-38187462	LMPP
chr2:17808896-17809096	LMPP
chr1:166874574-166874774	LMPP
chr11:19667922-19668122	LMPP
chr3:33488024-33488224	LMPP
chr2:17467073-17467273	LMPP
chr3:37328146-37328346	LMPP
chr6:34452711-34452911	LMPP
chr4:94211195-94211395	LMPP
chr21:32911243-32911443	LMPP
chr19:18875542-18875742	LMPP
chr18:25195484-25195684	LMPP
chr3:21732704-21732904	LMPP
chrX:131757452-131757652	LMPP
chr20:11202940-11203140	LMPP
chr15:101691591-101691791	LMPP
chr8:1994876-1995076	LMPP
chr11:11589499-11589699	LMPP
chr5:112025336-112025536	LMPP
chr19:28879945-28880145	LMPP
chr15:98222060-98222260	LMPP
chr5:171057720-171057920	LMPP
chr1:175281547-175281747	LMPP
chr5:178619446-178619646	LMPP
chr6:34423676-34423876	LMPP
chr15:53491957-53492157	LMPP
chrX:112075993-112076193	LMPP
chrX:118161617-118161817	LMPP
chr19:6275765-6275965	LMPP
chr2:55107168-55107368	LMPP
chr3:44484279-44484479	LMPP
chr22:44445831-44446031	LMPP
chr12:63759581-63759781	LMPP
chr21:34349745-34349945	LMPP
chr11:108948382-108948582	LMPP
chr4:7382008-7382208	LMPP
chrX:129736003-129736203	LMPP
chr20:1697421-1697621	LMPP
chr15:32133118-32133318	LMPP
chr3:108432725-108432925	LMPP
chr1:19732792-19732992	LMPP
chrX:110084397-110084597	LMPP
chr8:134398847-134399047	LMPP
chr8:103399212-103399412	LMPP
chr7:48005144-48005344	LMPP
chr14:106922564-106922764	LMPP
chr8:77527175-77527375	LMPP
chr2:66072773-66072973	LMPP
chr21:33997095-33997295	LMPP
chr18:7787483-7787683	LMPP
chr10:97982407-97982607	LMPP
chr1:33145653-33145853	LMPP
chr13:77390690-77390890	LMPP
chr18:72426159-72426359	LMPP
chr6:46791657-46791857	LMPP
chr6:6892236-6892436	LMPP
chr12:55519263-55519463	LMPP
chr7:55506814-55507014	LMPP
chr3:149955353-149955553	LMPP
chr14:64269394-64269594	LMPP
chr7:73530812-73531012	LMPP
chr10:72745752-72745952	LMPP
chr9:137801567-137801767	LMPP
chr14:77349886-77350086	LMPP
chr13:34094165-34094365	LMPP
chr17:62794648-62794848	LMPP
chr7:52369912-52370112	LMPP
chr5:138891505-138891705	LMPP
chr17:66809425-66809625	LMPP
chr4:189901777-189901977	LMPP
chr4:13851392-13851592	LMPP
chr6:33728645-33728845	LMPP
chr1:9377889-9378089	LMPP
chr13:67344401-67344601	LMPP
chr9:81999498-81999698	LMPP
chr16:80050677-80050877	LMPP
chr12:63460713-63460913	LMPP
chr2:194334115-194334315	LMPP
chr8:98355875-98356075	LMPP
chr2:44353582-44353782	LMPP
chr16:86483251-86483451	LMPP
chr9:35437097-35437297	LMPP
chr7:136626738-136626938	LMPP
chr11:123322073-123322273	LMPP
chr2:29605512-29605712	LMPP
chr2:12227392-12227592	LMPP
chr7:151392306-151392506	LMPP
chr1:3019364-3019564	LMPP
chr15:89719018-89719218	LMPP
chr12:124570056-124570256	LMPP
chr9:93484429-93484629	LMPP
chr15:22535825-22536025	LMPP
chr20:44333966-44334166	LMPP
chr5:141663101-141663301	LMPP
chr15:63719812-63720012	LMPP
chr4:7368365-7368565	LMPP
chr2:114068497-114068697	LMPP
chr2:29559352-29559552	LMPP
chr21:40423371-40423571	LMPP
chr1:174377340-174377540	LMPP
chr9:7597378-7597578	LMPP
chr4:181207057-181207257	LMPP
chr3:129597358-129597558	LMPP
chr10:75446211-75446411	LMPP
chr3:154606279-154606479	LMPP
chr9:80173394-80173594	LMPP
chr18:21311265-21311465	LMPP
chr10:106287761-106287961	LMPP
chr4:24972984-24973184	LMPP
chr21:37071582-37071782	LMPP
chr15:80124940-80125140	LMPP
chr7:132309522-132309722	LMPP
chr11:109643647-109643847	LMPP
chr15:82301233-82301433	LMPP
chr13:19729579-19729779	LMPP
chr13:40005016-40005216	LMPP
chr8:81556816-81557016	LMPP
chr2:29582746-29582946	LMPP
chr4:184108003-184108203	LMPP
chr10:104338820-104339020	LMPP
chr1:74809101-74809301	LMPP
chr3:138094432-138094632	LMPP
chr20:23891273-23891473	LMPP
chr3:162045214-162045414	LMPP
chr1:81817626-81817826	LMPP
chr11:11543350-11543550	LMPP
chr7:101866618-101866818	LMPP
chr3:45422753-45422953	LMPP
chrX:4831467-4831667	LMPP
chr10:131106092-131106292	LMPP
chr11:112360343-112360543	LMPP
chr3:47693755-47693955	LMPP
chr7:121646784-121646984	LMPP
chr14:106381150-106381350	LMPP
chr20:11994162-11994362	LMPP
chr1:11631119-11631319	LMPP
chr3:75414152-75414352	LMPP
chr8:30406951-30407151	LMPP
chr8:133729404-133729604	LMPP
chr9:24035408-24035608	LMPP
chr4:9871872-9872072	LMPP
chr9:111483116-111483316	LMPP
chrX:23642276-23642476	LMPP
chr9:128348468-128348668	LMPP
chr11:67726269-67726469	LMPP
chr9:85550577-85550777	LMPP
chr7:22130925-22131125	LMPP
chr7:146754229-146754429	LMPP
chr2:220478359-220478559	LMPP
chr5:61537042-61537242	LMPP
chr20:8786840-8787040	LMPP
chr20:32745624-32745824	LMPP
chr2:7288016-7288216	LMPP
chr2:110103106-110103306	LMPP
chr12:129195556-129195756	LMPP
chr8:81984978-81985178	LMPP
chr20:39515923-39516123	LMPP
chr5:61807777-61807977	LMPP
chr7:68951548-68951748	LMPP
chr2:135561428-135561628	LMPP
chr10:50598190-50598390	LMPP
chr3:30660119-30660319	LMPP
chr2:7294830-7295030	LMPP
chr15:40161570-40161770	LMPP
chr19:28840612-28840812	LMPP
chr4:135444918-135445118	LMPP
chr8:49686415-49686615	LMPP
chr2:148634175-148634375	LMPP
chr11:67765746-67765946	LMPP
chr13:79940210-79940410	LMPP
chr5:171774701-171774901	LMPP
chr2:90078094-90078294	LMPP
chr21:39897503-39897703	LMPP
chr18:10852492-10852692	LMPP
chr10:118014404-118014604	LMPP
chr6:36317180-36317380	LMPP
chr3:42925950-42926150	LMPP
chr15:32948451-32948651	LMPP
chr15:68615241-68615441	LMPP
chr7:126209602-126209802	LMPP
chr14:56388262-56388462	LMPP
chr5:127825987-127826187	LMPP
chr9:125167632-125167832	LMPP
chr21:36845920-36846120	LMPP
chr22:31649469-31649669	LMPP
chr11:33575093-33575293	LMPP
chr7:26594659-26594859	LMPP
chr2:134931599-134931799	LMPP
chr4:148861422-148861622	LMPP
chr20:34737430-34737630	LMPP
chr2:58960476-58960676	LMPP
chr22:23241620-23241820	LMPP
chr1:233151856-233152056	LMPP
chr8:13240710-13240910	LMPP
chr7:44303924-44304124	LMPP
chr17:32133919-32134119	LMPP
chr22:49490026-49490226	LMPP
chr17:20608568-20608768	LMPP
chr10:36965647-36965847	LMPP
chr8:134608160-134608360	LMPP
chr9:134116863-134117063	LMPP
chr11:940572-940772	LMPP
chr7:3216308-3216508	LMPP
chr19:42306828-42307028	LMPP
chr6:53676044-53676244	LMPP
chr20:16073820-16074020	LMPP
chr8:119189465-119189665	LMPP
chr9:21121201-21121401	LMPP
chr1:156764709-156764909	LMPP
chr11:89833613-89833813	LMPP
chr4:5129376-5129576	LMPP
chr2:90077170-90077370	LMPP
chr7:148117042-148117242	LMPP
chr3:134641065-134641265	LMPP
chr2:135291861-135292061	LMPP
chr9:84009847-84010047	LMPP
chr12:52069050-52069250	LMPP
chr13:47093433-47093633	LMPP
chr5:159428540-159428740	LMPP
chr2:1442705-1442905	LMPP
chr7:75731237-75731437	LMPP
chr6:44506681-44506881	LMPP
chr7:148135703-148135903	LMPP
chr17:20370439-20370639	LMPP
chr16:56708654-56708854	LMPP
chr5:16679354-16679554	LMPP
chr3:7697749-7697949	LMPP
chr17:30555967-30556167	LMPP
chr10:82820792-82820992	LMPP
chr20:24200491-24200691	LMPP
chr3:34258361-34258561	LMPP
chr8:32701737-32701937	LMPP
chr3:156344024-156344224	LMPP
chr6:13478955-13479155	LMPP
chr3:51678564-51678764	LMPP
chr7:71400930-71401130	LMPP
chr9:127066899-127067099	LMPP
chr4:185835884-185836084	LMPP
chr7:80166495-80166695	LMPP
chr18:36243895-36244095	LMPP
chr17:55464167-55464367	LMPP
chr1:20920361-20920561	LMPP
chr9:137792786-137792986	LMPP
chr2:27409890-27410090	LMPP
chr3:163217686-163217886	LMPP
chr4:179237480-179237680	LMPP
chr11:88320665-88320865	LMPP
chr11:11289841-11290041	LMPP
chr2:121016578-121016778	LMPP
chr8:135267815-135268015	LMPP
chr5:174040573-174040773	LMPP
chr1:45069412-45069612	LMPP
chr12:8552305-8552505	LMPP
chr8:143051589-143051789	LMPP
chr3:165635714-165635914	LMPP
chr11:92336252-92336452	LMPP
chr3:150821748-150821948	LMPP
chr13:73746270-73746470	LMPP
chr3:150702734-150702934	LMPP
chr17:56698645-56698845	LMPP
chr2:220477715-220477915	LMPP
chr15:24118785-24118985	LMPP
chr11:34012766-34012966	LMPP
chr19:5336294-5336494	LMPP
chr9:38205232-38205432	LMPP
chr15:70368374-70368574	LMPP
chr9:87058818-87059018	LMPP
chr13:49459316-49459516	LMPP
chr4:13105281-13105481	LMPP
chr5:57389790-57389990	LMPP
chr20:58050409-58050609	LMPP
chr10:98752622-98752822	LMPP
chr1:88353456-88353656	LMPP
chr17:41790252-41790452	LMPP
chr12:104601662-104601862	LMPP
chr14:69089606-69089806	LMPP
chr9:115444598-115444798	LMPP
chr3:119946848-119947048	LMPP
chr3:38589730-38589930	LMPP
chr11:6660690-6660890	LMPP
chr5:33273431-33273631	LMPP
chr11:89643345-89643545	LMPP
chr17:45991861-45992061	LMPP
chr21:41015382-41015582	LMPP
chr11:44682469-44682669	LMPP
chr1:3841562-3841762	LMPP
chr4:94672697-94672897	LMPP
chr18:29347120-29347320	LMPP
chr5:4000150-4000350	LMPP
chr18:10929042-10929242	LMPP
chr2:114109031-114109231	LMPP
chr15:35598155-35598355	LMPP
chr5:8251793-8251993	LMPP
chr7:80577074-80577274	LMPP
chr22:19904524-19904724	LMPP
chr10:10185358-10185558	LMPP
chr13:59493800-59494000	LMPP
chr4:74984823-74985023	LMPP
chr7:146844622-146844822	LMPP
chr5:28254984-28255184	LMPP
chr16:3398680-3398880	LMPP
chr8:135245197-135245397	LMPP
chr2:198315960-198316160	LMPP
chrX:139811629-139811829	LMPP
chr13:42958575-42958775	LMPP
chr9:87896831-87897031	LMPP
chr7:83705631-83705831	LMPP
chr8:102381395-102381595	LMPP
chr2:90085665-90085865	LMPP
chr19:28911836-28912036	LMPP
chr7:37018197-37018397	LMPP
chr13:73747459-73747659	LMPP
chr12:43262144-43262344	LMPP
chr15:78918026-78918226	LMPP
chr7:91779983-91780183	LMPP
chr11:43283181-43283381	LMPP
chr7:7879464-7879664	LMPP
chr2:89470081-89470281	LMPP
chr3:113284562-113284762	LMPP
chr7:83707857-83708057	LMPP
chr7:78582516-78582716	LMPP
chr4:32590863-32591063	LMPP
chr4:57482317-57482517	LMPP
chr16:4753859-4754059	LMPP
chr3:95306579-95306779	LMPP
chr17:35455926-35456126	LMPP
chr5:56237950-56238150	CMP
chr2:136304112-136304312	CMP
chr3:17105793-17105993	CMP
chr15:67767210-67767410	CMP
chr6:84821129-84821329	CMP
chr15:47512438-47512638	CMP
chr8:13124907-13125107	CMP
chrX:122757392-122757592	CMP
chr1:220618037-220618237	CMP
chr9:6236855-6237055	CMP
chr4:110922075-110922275	CMP
chr1:102363780-102363980	CMP
chr4:39076329-39076529	CMP
chr11:122194675-122194875	CMP
chr1:80525774-80525974	CMP
chr2:216572395-216572595	CMP
chr3:5078651-5078851	CMP
chr22:23078578-23078778	CMP
chr6:53635553-53635753	CMP
chr11:75972127-75972327	CMP
chr3:41643063-41643263	CMP
chr3:151716634-151716834	CMP
chr4:69943358-69943558	CMP
chr8:20329799-20329999	CMP
chr17:46046352-46046552	CMP
chr2:21048653-21048853	CMP
chr6:167324861-167325061	CMP
chr4:155635565-155635765	CMP
chr15:63637268-63637468	CMP
chr4:42713627-42713827	CMP
chr2:150449123-150449323	CMP
chr3:149993899-149994099	CMP
chr5:141437903-141438103	CMP
chr4:74284453-74284653	CMP
chr9:27253024-27253224	CMP
chr14:51698102-51698302	CMP
chr1:216779482-216779682	CMP
chr13:37214010-37214210	CMP
chr13:37162199-37162399	CMP
chr2:197765650-197765850	CMP
chr1:234606027-234606227	CMP
chr9:27022991-27023191	CMP
chr1:187946585-187946785	CMP
chr6:29236600-29236800	CMP
chrX:30782064-30782264	CMP
chr4:185069706-185069906	CMP
chr4:108513805-108514005	CMP
chr1:249214946-249215146	CMP
chr10:105486458-105486658	CMP
chr7:116060809-116061009	CMP
chr2:32944582-32944782	CMP
chr13:78757966-78758166	CMP
chr4:157933934-157934134	CMP
chr6:105140675-105140875	CMP
chr4:108751722-108751922	CMP
chr9:116367242-116367442	CMP
chr4:152272681-152272881	CMP
chr1:223442423-223442623	CMP
chr4:25801855-25802055	CMP
chr11:32207750-32207950	CMP
chr1:175241602-175241802	CMP
chr15:65460228-65460428	CMP
chr8:82937019-82937219	CMP
chr1:246432675-246432875	CMP
chr22:36280742-36280942	CMP
chr1:168849176-168849376	CMP
chr21:41057325-41057525	CMP
chr16:11249397-11249597	CMP
chr12:113722621-113722821	CMP
chrX:137239259-137239459	CMP
chr6:6367411-6367611	CMP
chr13:52032839-52033039	CMP
chr5:86190209-86190409	CMP
chr8:68108610-68108810	CMP
chr3:167871917-167872117	CMP
chr14:89648836-89649036	CMP
chr7:79178141-79178341	CMP
chr18:59733749-59733949	CMP
chr9:5180676-5180876	CMP
chr18:6997986-6998186	CMP
chr13:48247723-48247923	CMP
chr10:63575421-63575621	CMP
chr11:36293637-36293837	CMP
chr16:20783091-20783291	CMP
chr4:143006892-143007092	CMP
chrX:11340032-11340232	CMP
chr4:102881677-102881877	CMP
chr4:179441810-179442010	CMP
chr11:76181613-76181813	CMP
chr9:9794732-9794932	CMP
chr1:199933773-199933973	CMP
chr9:99406484-99406684	CMP
chr5:109808955-109809155	CMP
chr1:160689791-160689991	CMP
chr14:96912571-96912771	CMP
chr10:110795739-110795939	CMP
chr1:154565956-154566156	CMP
chr9:38211087-38211287	CMP
chr1:173559759-173559959	CMP
chr4:157918667-157918867	CMP
chr2:144165952-144166152	CMP
chr1:208454418-208454618	CMP
chr9:7530532-7530732	CMP
chr9:102771731-102771931	CMP
chr6:136492524-136492724	CMP
chr17:56262820-56263020	CMP
chr13:43142023-43142223	CMP
chr1:223690912-223691112	CMP
chr4:159216310-159216510	CMP
chr7:34762278-34762478	CMP
chr4:81799445-81799645	CMP
chr6:123846026-123846226	CMP
chr4:91203137-91203337	CMP
chr13:74154020-74154220	CMP
chr2:142254446-142254646	CMP
chr6:23076488-23076688	CMP
chr21:16230720-16230920	CMP
chr3:182775186-182775386	CMP
chr5:52670988-52671188	CMP
chr7:52549912-52550112	CMP
chr2:156330234-156330434	CMP
chr1:164636320-164636520	CMP
chr7:137465687-137465887	CMP
chr6:8043543-8043743	CMP
chr12:27476529-27476729	CMP
chr1:224053130-224053330	CMP
chr4:184370651-184370851	CMP
chr10:82817315-82817515	CMP
chr3:60753382-60753582	CMP
chr1:109081935-109082135	CMP
chr6:23497253-23497453	CMP
chr3:2991253-2991453	CMP
chr7:22392598-22392798	CMP
chr1:197393738-197393938	CMP
chr11:11838314-11838514	CMP
chr4:74275236-74275436	CMP
chr3:178192256-178192456	CMP
chr1:144893775-144893975	CMP
chr1:63844310-63844510	CMP
chr8:128627182-128627382	CMP
chr18:64301803-64302003	CMP
chr4:74774787-74774987	CMP
chr3:64257386-64257586	CMP
chr3:120387816-120388016	CMP
chr3:75331164-75331364	CMP
chr4:119697782-119697982	CMP
chr22:31374396-31374596	CMP
chr12:42257118-42257318	CMP
chr3:149753562-149753762	CMP
chr4:181319824-181320024	CMP
chrX:142729520-142729720	CMP
chr13:50380133-50380333	CMP
chr10:21386434-21386634	CMP
chrX:134505141-134505341	CMP
chr11:3981202-3981402	CMP
chr4:10896880-10897080	CMP
chr3:3122949-3123149	CMP
chr5:127104767-127104967	CMP
chr8:127925296-127925496	CMP
chr6:122138324-122138524	CMP
chr5:148569698-148569898	CMP
chr3:3128008-3128208	CMP
chr10:43822703-43822903	CMP
chr1:76415956-76416156	CMP
chr10:127834985-127835185	CMP
chr7:137963470-137963670	CMP
chr8:22939238-22939438	CMP
chr13:74007762-74007962	CMP
chr4:16275142-16275342	CMP
chr10:123614467-123614667	CMP
chr2:40927532-40927732	CMP
chr1:208312838-208313038	CMP
chr2:64283205-64283405	CMP
chr2:202655078-202655278	CMP
chr4:157564443-157564643	CMP
chr8:38996276-38996476	CMP
chr4:93940051-93940251	CMP
chr13:31478298-31478498	CMP
chr15:41437177-41437377	CMP
chr6:125295820-125296020	CMP
chr2:80589130-80589330	CMP
chr12:55942154-55942354	CMP
chr15:38419672-38419872	CMP
chr2:208116644-208116844	CMP
chr2:207820048-207820248	CMP
chr11:21589412-21589612	CMP
chr4:152834942-152835142	CMP
chr1:71245281-71245481	CMP
chr1:88183124-88183324	CMP
chr15:94720487-94720687	CMP
chr11:47056815-47057015	CMP
chr5:145378676-145378876	CMP
chr5:162790051-162790251	CMP
chr4:153598350-153598550	CMP
chr1:116323315-116323515	CMP
chr6:85377384-85377584	CMP
chr6:122189493-122189693	CMP
chr18:37411614-37411814	CMP
chr15:94729733-94729933	CMP
chr12:63667566-63667766	CMP
chr3:160867408-160867608	CMP
chr7:135335608-135335808	CMP
chr6:74378310-74378510	CMP
chr9:81207748-81207948	CMP
chrX:79983266-79983466	CMP
chr10:54409222-54409422	CMP
chr8:12629146-12629346	CMP
chr6:101429416-101429616	CMP
chr3:60884088-60884288	CMP
chr5:90415322-90415522	CMP
chr2:159033988-159034188	CMP
chr11:110842068-110842268	CMP
chr2:6252195-6252395	CMP
chr12:61976923-61977123	CMP
chr5:82659059-82659259	CMP
chr6:154818025-154818225	CMP
chr4:95486560-95486760	CMP
chr7:19288350-19288550	CMP
chr8:9100710-9100910	CMP
chr7:79822565-79822765	CMP
chr5:146934846-146935046	CMP
chr13:66999965-67000165	CMP
chr15:34179248-34179448	CMP
chr5:79791747-79791947	CMP
chr4:42102282-42102482	CMP
chr6:120121815-120122015	CMP
chr17:65906350-65906550	CMP
chr5:133809373-133809573	CMP
chr4:122467683-122467883	CMP
chr3:5597060-5597260	CMP
chr9:14701116-14701316	CMP
chrX:22958937-22959137	CMP
chr2:186298731-186298931	CMP
chr4:138956101-138956301	CMP
chr11:108639190-108639390	CMP
chr5:60492498-60492698	CMP
chr13:49691211-49691411	CMP
chr8:11178549-11178749	CMP
chr8:121975753-121975953	CMP
chr7:146278933-146279133	CMP
chr7:17798276-17798476	CMP
chr8:106508525-106508725	CMP
chr9:37607916-37608116	CMP
chr4:71721198-71721398	CMP
chr18:135135-135335	CMP
chr18:23942743-23942943	CMP
chr2:225664542-225664742	CMP
chrX:135269287-135269487	CMP
chr4:55387767-55387967	CMP
chr16:54157767-54157967	CMP
chr6:121272522-121272722	CMP
chr3:38109095-38109295	CMP
chr5:59284273-59284473	CMP
chr10:112352373-112352573	CMP
chr2:172136669-172136869	CMP
chr4:41189424-41189624	CMP
chr4:177133652-177133852	CMP
chr2:128124720-128124920	CMP
chr4:175579542-175579742	CMP
chr1:186063447-186063647	CMP
chr15:85683022-85683222	CMP
chr4:129088265-129088465	CMP
chr1:172960925-172961125	CMP
chr5:166274623-166274823	CMP
chr5:21642528-21642728	CMP
chr13:46466963-46467163	CMP
chr7:143588685-143588885	CMP
chr18:59588942-59589142	CMP
chr2:123699194-123699394	CMP
chr1:108572542-108572742	CMP
chr6:87814046-87814246	CMP
chr6:79599314-79599514	CMP
chr6:109037172-109037372	CMP
chr2:165755062-165755262	CMP
chr8:87675441-87675641	CMP
chr14:35417153-35417353	CMP
chr1:154694350-154694550	CMP
chr1:24797133-24797333	CMP
chr9:15146357-15146557	CMP
chr18:10951982-10952182	CMP
chr3:6495204-6495404	CMP
chr1:101233070-101233270	CMP
chr15:50219026-50219226	CMP
chr4:157881092-157881292	CMP
chr1:67245617-67245817	CMP
chrX:73998764-73998964	CMP
chr4:94721371-94721571	CMP
chr12:49639565-49639765	CMP
chr4:48560980-48561180	CMP
chr3:82272374-82272574	CMP
chr11:20581967-20582167	CMP
chr13:95259544-95259744	CMP
chrX:73583478-73583678	CMP
chr4:159841823-159842023	CMP
chr6:56771595-56771795	CMP
chr10:127032262-127032462	CMP
chr8:116520047-116520247	CMP
chr3:190161884-190162084	CMP
chr6:117680902-117681102	CMP
chr13:34446100-34446300	CMP
chr9:5760328-5760528	CMP
chr13:87667675-87667875	CMP
chr8:22170474-22170674	CMP
chr3:113173558-113173758	CMP
chr12:43499412-43499612	CMP
chr2:162201299-162201499	CMP
chr6:82156655-82156855	CMP
chr3:22119902-22120102	CMP
chr1:88269025-88269225	CMP
chr6:136997370-136997570	CMP
chr1:57732984-57733184	CMP
